Doc,Score,Rank
2 from Sanchez,1.0,-1
Earthstone,0.9388572933661147,1
Gulfport,0.9294112275556071,2
Mammoth,0.9285632693465543,3
Gi Dynamics,0.9185723905087657,4
Frontier,0.9080887258206997,5
Kinmed,0.9000387728208472,6
Cytodin,0.8982668357082613,7
TTM,0.8801204473951064,8
Opgen,0.8582967679434201,9
Entellus,0.8500707318815564,10
Inseego,0.8492646409866395,11
Angel Pond,0.8348859601279522,12
