Doc,Score,Rank
Immunomedics 2,1.0,-1
Immunomedics 3,0.9408994885281726,1
Immunomedics,0.9265546867539975,2
2 from Tilray,0.9257585559946455,3
Tilray,0.9241500610986021,4
Auxillium 2,0.9199176325738546,5
Auxillium 3,0.919243191282838,6
1 Deerfield,0.8917693011279552,7
Tilray 2,0.8823875289386776,8
Auxillium,0.8766658503345148,9
Zeta Global,0.8672992226774836,10
