orig_vs_same_cos,orig_vs_diff_cos,orig_vs_same_L2,orig_vs_diff_L2
1.0,0.022606836397464674,-0.9812440822806203,-0.005537649807645899
0.022606836397464674,1.0,-0.005162062688538492,-0.9796246431510802
-0.9812440822806203,-0.005162062688538492,1.0,-0.01593219209731687
-0.005537649807645899,-0.9796246431510802,-0.01593219209731687,1.0
