Clause,Value
assignment,0.1931645077545431
confidentiality,0.21203438395415047
force-majeure,-0.06707725024329057
indemnity,0.6829399819814627
publicity,0.2721011051633907
duration,3.557774882118287e-16
non-disparagement,0.4877821170918932
non-compete,0.17765704047075695
notice,3.8441118045778905e-15
termination,0.05646587982216996
